unit,sex,age,region,year,value
YR,F,Y64,DE,2020,22.0
YR,F,Y65,DE,2020,21.2
YR,F,Y66,DE,2020,20.4
YR,F,Y67,DE,2020,19.5
YR,F,Y68,DE,2020,18.7
YR,F,Y69,DE,2020,17.9
YR,F,Y7,DE,2020,76.8
YR,F,Y70,DE,2020,17.1
YR,F,Y71,DE,2020,16.3
YR,F,Y72,DE,2020,15.6
YR,F,Y73,DE,2020,14.8
YR,F,Y74,DE,2020,14.0
YR,F,Y75,DE,2020,13.3
YR,F,Y76,DE,2020,12.5
YR,F,Y77,DE,2020,11.8
YR,F,Y78,DE,2020,11.1
YR,F,Y79,DE,2020,10.4
YR,F,Y8,DE,2020,75.8
YR,F,Y80,DE,2020,9.7
YR,F,Y81,DE,2020,9.1
YR,F,Y82,DE,2020,8.4
YR,F,Y83,DE,2020,7.8
YR,F,Y84,DE,2020,7.2
YR,F,Y9,DE,2020,74.8
YR,F,Y_GE85,DE,2020,6.7
YR,F,Y_LT1,DE,2020,83.5
YR,M,Y1,DE,2020,78.0
YR,M,Y10,DE,2020,69.0
YR,M,Y11,DE,2020,68.1
YR,M,Y12,DE,2020,67.1
YR,M,Y13,DE,2020,66.1
YR,M,Y14,DE,2020,65.1
YR,M,Y15,DE,2020,64.1
YR,M,Y16,DE,2020,63.1
YR,M,Y17,DE,2020,62.1
YR,M,Y18,DE,2020,61.1
YR,M,Y19,DE,2020,60.1
YR,M,Y2,DE,2020,77.0
YR,M,Y20,DE,2020,59.2
YR,M,Y21,DE,2020,58.2
YR,M,Y22,DE,2020,57.2
YR,M,Y23,DE,2020,56.2
YR,M,Y24,DE,2020,55.3
YR,M,Y25,DE,2020,54.3
YR,M,Y26,DE,2020,53.3
YR,M,Y27,DE,2020,52.3
YR,M,Y28,DE,2020,51.3
YR,M,Y29,DE,2020,50.4
YR,M,Y3,DE,2020,76.0
YR,M,Y30,DE,2020,49.4
YR,M,Y31,DE,2020,48.4
YR,M,Y32,DE,2020,47.4
YR,M,Y33,DE,2020,46.5
YR,M,Y34,DE,2020,45.5
YR,M,Y35,DE,2020,44.5
YR,M,Y36,DE,2020,43.6
YR,M,Y37,DE,2020,42.6
YR,M,Y38,DE,2020,41.7
YR,M,Y39,DE,2020,40.7
YR,M,Y4,DE,2020,75.0
YR,M,Y40,DE,2020,39.7
YR,M,Y41,DE,2020,38.8
YR,M,Y42,DE,2020,37.9
YR,M,Y43,DE,2020,36.9
YR,M,Y44,DE,2020,36.0
YR,M,Y45,DE,2020,35.0
YR,M,Y46,DE,2020,34.1
YR,M,Y47,DE,2020,33.2
YR,M,Y48,DE,2020,32.2
YR,M,Y49,DE,2020,31.3
YR,M,Y5,DE,2020,74.0
YR,M,Y50,DE,2020,30.4
YR,M,Y51,DE,2020,29.5
YR,M,Y52,DE,2020,28.6
YR,M,Y53,DE,2020,27.7
YR,M,Y54,DE,2020,26.8
YR,M,Y55,DE,2020,26.0
YR,M,Y56,DE,2020,25.1
YR,M,Y57,DE,2020,24.3
YR,M,Y58,DE,2020,23.4
YR,M,Y59,DE,2020,22.6
YR,M,Y6,DE,2020,73.0
YR,M,Y60,DE,2020,21.8
YR,M,Y61,DE,2020,21.0
YR,M,Y62,DE,2020,20.2
YR,M,Y63,DE,2020,19.5
YR,M,Y64,DE,2020,18.7
YR,M,Y65,DE,2020,18.0
YR,M,Y66,DE,2020,17.3
YR,M,Y67,DE,2020,16.6
YR,M,Y68,DE,2020,15.8
YR,M,Y69,DE,2020,15.2
YR,M,Y7,DE,2020,72.0
YR,M,Y70,DE,2020,14.5
YR,M,Y71,DE,2020,13.8
YR,M,Y72,DE,2020,13.2
YR,M,Y73,DE,2020,12.5
YR,M,Y74,DE,2020,11.9
YR,M,Y75,DE,2020,11.2
YR,M,Y76,DE,2020,10.6
YR,M,Y77,DE,2020,10.0
YR,M,Y78,DE,2020,9.4
YR,M,Y79,DE,2020,8.9
YR,M,Y8,DE,2020,71.0
YR,M,Y80,DE,2020,8.3
YR,M,Y81,DE,2020,7.8
YR,M,Y82,DE,2020,7.3
YR,M,Y83,DE,2020,6.8
YR,M,Y84,DE,2020,6.3
YR,M,Y9,DE,2020,70.0
YR,M,Y_GE85,DE,2020,5.9
YR,M,Y_LT1,DE,2020,78.7
YR,T,Y1,DE,2020,80.4
YR,T,Y10,DE,2020,71.4
YR,T,Y11,DE,2020,70.4
YR,T,Y12,DE,2020,69.4
YR,T,Y13,DE,2020,68.4
YR,T,Y14,DE,2020,67.5
YR,T,Y15,DE,2020,66.5
YR,T,Y16,DE,2020,65.5
YR,T,Y17,DE,2020,64.5
YR,T,Y18,DE,2020,63.5
YR,T,Y19,DE,2020,62.5
YR,T,Y2,DE,2020,79.4
YR,T,Y20,DE,2020,61.5
YR,T,Y21,DE,2020,60.5
YR,T,Y22,DE,2020,59.6
YR,T,Y23,DE,2020,58.6
YR,T,Y24,DE,2020,57.6
YR,T,Y25,DE,2020,56.6
YR,T,Y26,DE,2020,55.6
YR,T,Y27,DE,2020,54.7
YR,T,Y28,DE,2020,53.7
YR,T,Y29,DE,2020,52.7
YR,T,Y3,DE,2020,78.4
YR,T,Y30,DE,2020,51.7
YR,T,Y31,DE,2020,50.7
YR,T,Y32,DE,2020,49.7
YR,T,Y33,DE,2020,48.8
YR,T,Y34,DE,2020,47.8
YR,T,Y35,DE,2020,46.8
YR,T,Y36,DE,2020,45.9
YR,T,Y37,DE,2020,44.9
YR,T,Y38,DE,2020,43.9
YR,T,Y39,DE,2020,43.0
YR,T,Y4,DE,2020,77.4
YR,T,Y40,DE,2020,42.0
YR,T,Y41,DE,2020,41.0
YR,T,Y42,DE,2020,40.1
YR,T,Y43,DE,2020,39.1
YR,T,Y44,DE,2020,38.2
YR,T,Y45,DE,2020,37.2
YR,T,Y46,DE,2020,36.3
YR,T,Y47,DE,2020,35.3
YR,T,Y48,DE,2020,34.4
YR,T,Y49,DE,2020,33.5
YR,T,Y5,DE,2020,76.4
YR,T,Y50,DE,2020,32.5
YR,T,Y51,DE,2020,31.6
YR,T,Y52,DE,2020,30.7
YR,T,Y53,DE,2020,29.8
YR,T,Y54,DE,2020,28.9
YR,T,Y55,DE,2020,28.0
YR,T,Y56,DE,2020,27.1
YR,T,Y57,DE,2020,26.3
YR,T,Y58,DE,2020,25.4
YR,T,Y59,DE,2020,24.5
YR,T,Y6,DE,2020,75.4
YR,T,Y60,DE,2020,23.7
YR,T,Y61,DE,2020,22.9
YR,T,Y62,DE,2020,22.1
YR,T,Y63,DE,2020,21.3
YR,T,Y64,DE,2020,20.5
YR,T,Y65,DE,2020,19.7
YR,T,Y66,DE,2020,18.9
YR,T,Y67,DE,2020,18.1
YR,T,Y68,DE,2020,17.4
YR,T,Y69,DE,2020,16.6
YR,T,Y7,DE,2020,74.4
YR,T,Y70,DE,2020,15.9
YR,T,Y71,DE,2020,15.2
YR,T,Y72,DE,2020,14.5
YR,T,Y73,DE,2020,13.7
YR,T,Y74,DE,2020,13.1
YR,T,Y75,DE,2020,12.4
YR,T,Y76,DE,2020,11.7
YR,T,Y77,DE,2020,11.0
YR,T,Y78,DE,2020,10.4
YR,T,Y79,DE,2020,9.8
YR,T,Y8,DE,2020,73.4
YR,T,Y80,DE,2020,9.1
YR,T,Y81,DE,2020,8.5
YR,T,Y82,DE,2020,8.0
YR,T,Y83,DE,2020,7.4
YR,T,Y84,DE,2020,6.9
YR,T,Y9,DE,2020,72.4
YR,T,Y_GE85,DE,2020,6.4
YR,T,Y_LT1,DE,2020,81.1
YR,F,Y1,DE,2019,82.9
YR,F,Y10,DE,2019,74.0
YR,F,Y11,DE,2019,73.0
YR,F,Y12,DE,2019,72.0
YR,F,Y13,DE,2019,71.0
YR,F,Y14,DE,2019,70.0
YR,F,Y15,DE,2019,69.0
YR,F,Y16,DE,2019,68.0
YR,F,Y17,DE,2019,67.0
YR,F,Y18,DE,2019,66.0
YR,F,Y19,DE,2019,65.0
YR,F,Y2,DE,2019,81.9
YR,F,Y20,DE,2019,64.0
YR,F,Y21,DE,2019,63.1
YR,F,Y22,DE,2019,62.1
YR,F,Y23,DE,2019,61.1
YR,F,Y24,DE,2019,60.1
YR,F,Y25,DE,2019,59.1
YR,F,Y26,DE,2019,58.1
YR,F,Y27,DE,2019,57.1
YR,F,Y28,DE,2019,56.1
YR,F,Y29,DE,2019,55.1
YR,F,Y3,DE,2019,80.9
YR,F,Y30,DE,2019,54.2
YR,F,Y31,DE,2019,53.2
YR,F,Y32,DE,2019,52.2
YR,F,Y33,DE,2019,51.2
YR,F,Y34,DE,2019,50.2
YR,F,Y35,DE,2019,49.2
YR,F,Y36,DE,2019,48.3
YR,F,Y37,DE,2019,47.3
YR,F,Y38,DE,2019,46.3
YR,F,Y39,DE,2019,45.3
YR,F,Y4,DE,2019,79.9
YR,F,Y40,DE,2019,44.4
YR,F,Y41,DE,2019,43.4
YR,F,Y42,DE,2019,42.4
YR,F,Y43,DE,2019,41.5
YR,F,Y44,DE,2019,40.5
YR,F,Y45,DE,2019,39.5
YR,F,Y46,DE,2019,38.6
YR,F,Y47,DE,2019,37.6
YR,F,Y48,DE,2019,36.7
YR,F,Y49,DE,2019,35.7
YR,F,Y5,DE,2019,78.9
YR,F,Y50,DE,2019,34.8
YR,F,Y51,DE,2019,33.8
YR,F,Y52,DE,2019,32.9
YR,F,Y53,DE,2019,32.0
YR,F,Y54,DE,2019,31.1
YR,F,Y55,DE,2019,30.1
YR,F,Y56,DE,2019,29.2
YR,F,Y57,DE,2019,28.3
YR,F,Y58,DE,2019,27.4
YR,F,Y59,DE,2019,26.5
YR,F,Y6,DE,2019,78.0
YR,F,Y60,DE,2019,25.7
YR,F,Y61,DE,2019,24.8
YR,F,Y62,DE,2019,23.9
YR,F,Y63,DE,2019,23.1
YR,F,Y64,DE,2019,22.2
YR,F,Y65,DE,2019,21.4
YR,F,Y66,DE,2019,20.6
YR,F,Y67,DE,2019,19.7
YR,F,Y68,DE,2019,18.9
YR,F,Y69,DE,2019,18.1
YR,F,Y7,DE,2019,77.0
YR,F,Y70,DE,2019,17.3
YR,F,Y71,DE,2019,16.5
YR,F,Y72,DE,2019,15.7
YR,F,Y73,DE,2019,15.0
YR,F,Y74,DE,2019,14.2
YR,F,Y75,DE,2019,13.5
YR,F,Y76,DE,2019,12.7
YR,F,Y77,DE,2019,12.0
YR,F,Y78,DE,2019,11.3
YR,F,Y79,DE,2019,10.6
YR,F,Y8,DE,2019,76.0
YR,F,Y80,DE,2019,9.9
YR,F,Y81,DE,2019,9.2
YR,F,Y82,DE,2019,8.6
YR,F,Y83,DE,2019,8.0
YR,F,Y84,DE,2019,7.4
YR,F,Y9,DE,2019,75.0
YR,F,Y_GE85,DE,2019,6.8
YR,F,Y_LT1,DE,2019,83.7
YR,M,Y1,DE,2019,78.3
YR,M,Y10,DE,2019,69.4
YR,M,Y11,DE,2019,68.4
YR,M,Y12,DE,2019,67.4
YR,M,Y13,DE,2019,66.4
YR,M,Y14,DE,2019,65.4
YR,M,Y15,DE,2019,64.4
YR,M,Y16,DE,2019,63.4
YR,M,Y17,DE,2019,62.4
YR,M,Y18,DE,2019,61.4
YR,M,Y19,DE,2019,60.4
YR,M,Y2,DE,2019,77.3
YR,M,Y20,DE,2019,59.5
YR,M,Y21,DE,2019,58.5
YR,M,Y22,DE,2019,57.5
YR,M,Y23,DE,2019,56.5
YR,M,Y24,DE,2019,55.6
YR,M,Y25,DE,2019,54.6
YR,M,Y26,DE,2019,53.6
YR,M,Y27,DE,2019,52.6
YR,M,Y28,DE,2019,51.7
YR,M,Y29,DE,2019,50.7
YR,M,Y3,DE,2019,76.3
YR,M,Y30,DE,2019,49.7
YR,M,Y31,DE,2019,48.7
YR,M,Y32,DE,2019,47.8
YR,M,Y33,DE,2019,46.8
YR,M,Y34,DE,2019,45.8
YR,M,Y35,DE,2019,44.9
YR,M,Y36,DE,2019,43.9
YR,M,Y37,DE,2019,42.9
YR,M,Y38,DE,2019,42.0
YR,M,Y39,DE,2019,41.0
YR,M,Y4,DE,2019,75.3
YR,M,Y40,DE,2019,40.1
YR,M,Y41,DE,2019,39.1
YR,M,Y42,DE,2019,38.2
YR,M,Y43,DE,2019,37.2
YR,M,Y44,DE,2019,36.3
YR,M,Y45,DE,2019,35.3
YR,M,Y46,DE,2019,34.4
YR,M,Y47,DE,2019,33.5
YR,M,Y48,DE,2019,32.5
YR,M,Y49,DE,2019,31.6
YR,M,Y5,DE,2019,74.3
YR,M,Y50,DE,2019,30.7
YR,M,Y51,DE,2019,29.8
YR,M,Y52,DE,2019,28.9
YR,M,Y53,DE,2019,28.0
YR,M,Y54,DE,2019,27.1
YR,M,Y55,DE,2019,26.3
YR,M,Y56,DE,2019,25.4
YR,M,Y57,DE,2019,24.6
YR,M,Y58,DE,2019,23.7
YR,M,Y59,DE,2019,22.9
YR,M,Y6,DE,2019,73.3
YR,M,Y60,DE,2019,22.1
YR,M,Y61,DE,2019,21.3
YR,M,Y62,DE,2019,20.5
YR,M,Y63,DE,2019,19.8
YR,M,Y64,DE,2019,19.0
YR,M,Y65,DE,2019,18.3
YR,M,Y66,DE,2019,17.5
YR,M,Y67,DE,2019,16.8
YR,M,Y68,DE,2019,16.1
YR,M,Y69,DE,2019,15.4
YR,M,Y7,DE,2019,72.3
YR,M,Y70,DE,2019,14.8
YR,M,Y71,DE,2019,14.1
YR,M,Y72,DE,2019,13.4
YR,M,Y73,DE,2019,12.8
YR,M,Y74,DE,2019,12.1
YR,M,Y75,DE,2019,11.5
YR,M,Y76,DE,2019,10.9
YR,M,Y77,DE,2019,10.3
YR,M,Y78,DE,2019,9.7
YR,M,Y79,DE,2019,9.1
YR,M,Y8,DE,2019,71.3
YR,M,Y80,DE,2019,8.5
YR,M,Y81,DE,2019,8.0
YR,M,Y82,DE,2019,7.5
YR,M,Y83,DE,2019,7.0
YR,M,Y84,DE,2019,6.5
YR,M,Y9,DE,2019,70.3
YR,M,Y_GE85,DE,2019,6.1
YR,M,Y_LT1,DE,2019,79.0
YR,T,Y1,DE,2019,80.6
YR,T,Y10,DE,2019,71.7
YR,T,Y11,DE,2019,70.7
YR,T,Y12,DE,2019,69.7
YR,T,Y13,DE,2019,68.7
YR,T,Y14,DE,2019,67.7
YR,T,Y15,DE,2019,66.7
YR,T,Y16,DE,2019,65.7
YR,T,Y17,DE,2019,64.7
YR,T,Y18,DE,2019,63.7
YR,T,Y19,DE,2019,62.8
YR,T,Y2,DE,2019,79.6
YR,T,Y20,DE,2019,61.8
YR,T,Y21,DE,2019,60.8
YR,T,Y22,DE,2019,59.8
YR,T,Y23,DE,2019,58.8
YR,T,Y24,DE,2019,57.8
YR,T,Y25,DE,2019,56.9
YR,T,Y26,DE,2019,55.9
YR,T,Y27,DE,2019,54.9
YR,T,Y28,DE,2019,53.9
YR,T,Y29,DE,2019,52.9
YR,T,Y3,DE,2019,78.6
YR,T,Y30,DE,2019,52.0
YR,T,Y31,DE,2019,51.0
YR,T,Y32,DE,2019,50.0
YR,T,Y33,DE,2019,49.0
YR,T,Y34,DE,2019,48.0
YR,T,Y35,DE,2019,47.1
YR,T,Y36,DE,2019,46.1
YR,T,Y37,DE,2019,45.1
YR,T,Y38,DE,2019,44.2
YR,T,Y39,DE,2019,43.2
YR,T,Y4,DE,2019,77.6
YR,T,Y40,DE,2019,42.2
YR,T,Y41,DE,2019,41.3
YR,T,Y42,DE,2019,40.3
YR,T,Y43,DE,2019,39.4
YR,T,Y44,DE,2019,38.4
YR,T,Y45,DE,2019,37.5
YR,T,Y46,DE,2019,36.5
YR,T,Y47,DE,2019,35.6
YR,T,Y48,DE,2019,34.6
YR,T,Y49,DE,2019,33.7
YR,T,Y5,DE,2019,76.6
YR,T,Y50,DE,2019,32.8
YR,T,Y51,DE,2019,31.9
YR,T,Y52,DE,2019,30.9
YR,T,Y53,DE,2019,30.0
YR,T,Y54,DE,2019,29.1
YR,T,Y55,DE,2019,28.3
YR,T,Y56,DE,2019,27.4
YR,T,Y57,DE,2019,26.5
YR,T,Y58,DE,2019,25.6
YR,T,Y59,DE,2019,24.8
YR,T,Y6,DE,2019,75.7
YR,T,Y60,DE,2019,23.9
YR,T,Y61,DE,2019,23.1
YR,T,Y62,DE,2019,22.3
YR,T,Y63,DE,2019,21.5
YR,T,Y64,DE,2019,20.7
YR,T,Y65,DE,2019,19.9
YR,T,Y66,DE,2019,19.1
YR,T,Y67,DE,2019,18.4
YR,T,Y68,DE,2019,17.6
YR,T,Y69,DE,2019,16.9
YR,T,Y7,DE,2019,74.7
YR,T,Y70,DE,2019,16.1
YR,T,Y71,DE,2019,15.4
YR,T,Y72,DE,2019,14.7
YR,T,Y73,DE,2019,14.0
YR,T,Y74,DE,2019,13.3
YR,T,Y75,DE,2019,12.6
YR,T,Y76,DE,2019,11.9
YR,T,Y77,DE,2019,11.2
YR,T,Y78,DE,2019,10.6
YR,T,Y79,DE,2019,9.9
YR,T,Y8,DE,2019,73.7
YR,T,Y80,DE,2019,9.3
YR,T,Y81,DE,2019,8.7
YR,T,Y82,DE,2019,8.1
YR,T,Y83,DE,2019,7.6
YR,T,Y84,DE,2019,7.1
YR,T,Y9,DE,2019,72.7
YR,T,Y_GE85,DE,2019,6.6
YR,T,Y_LT1,DE,2019,81.3
YR,F,Y1,DE,2018,82.5
YR,F,Y10,DE,2018,73.6
YR,F,Y11,DE,2018,72.6
YR,F,Y12,DE,2018,71.6
YR,F,Y13,DE,2018,70.6
YR,F,Y14,DE,2018,69.6
YR,F,Y15,DE,2018,68.6
YR,F,Y16,DE,2018,67.6
YR,F,Y17,DE,2018,66.6
YR,F,Y18,DE,2018,65.7
YR,F,Y19,DE,2018,64.7
YR,F,Y2,DE,2018,81.5
YR,F,Y20,DE,2018,63.7
YR,F,Y21,DE,2018,62.7
YR,F,Y22,DE,2018,61.7
YR,F,Y23,DE,2018,60.7
YR,F,Y24,DE,2018,59.7
YR,F,Y25,DE,2018,58.7
YR,F,Y26,DE,2018,57.7
YR,F,Y27,DE,2018,56.7
YR,F,Y28,DE,2018,55.8
YR,F,Y29,DE,2018,54.8
YR,F,Y3,DE,2018,80.6
YR,F,Y30,DE,2018,53.8
YR,F,Y31,DE,2018,52.8
YR,F,Y32,DE,2018,51.8
YR,F,Y33,DE,2018,50.8
YR,F,Y34,DE,2018,49.9
YR,F,Y35,DE,2018,48.9
YR,F,Y36,DE,2018,47.9
YR,F,Y37,DE,2018,46.9
YR,F,Y38,DE,2018,45.9
YR,F,Y39,DE,2018,45.0
YR,F,Y4,DE,2018,79.6
YR,F,Y40,DE,2018,44.0
YR,F,Y41,DE,2018,43.0
YR,F,Y42,DE,2018,42.1
YR,F,Y43,DE,2018,41.1
YR,F,Y44,DE,2018,40.1
YR,F,Y45,DE,2018,39.2
YR,F,Y46,DE,2018,38.2
YR,F,Y47,DE,2018,37.3
YR,F,Y48,DE,2018,36.3
YR,F,Y49,DE,2018,35.4
YR,F,Y5,DE,2018,78.6
YR,F,Y50,DE,2018,34.4
YR,F,Y51,DE,2018,33.5
YR,F,Y52,DE,2018,32.6
YR,F,Y53,DE,2018,31.6
YR,F,Y54,DE,2018,30.7
YR,F,Y55,DE,2018,29.8
YR,F,Y56,DE,2018,28.9
YR,F,Y57,DE,2018,28.0
YR,F,Y58,DE,2018,27.1
YR,F,Y59,DE,2018,26.2
YR,F,Y6,DE,2018,77.6
YR,F,Y60,DE,2018,25.3
YR,F,Y61,DE,2018,24.5
YR,F,Y62,DE,2018,23.6
YR,F,Y63,DE,2018,22.7
YR,F,Y64,DE,2018,21.9
YR,F,Y65,DE,2018,21.1
YR,F,Y66,DE,2018,20.2
YR,F,Y67,DE,2018,19.4
YR,F,Y68,DE,2018,18.6
YR,F,Y69,DE,2018,17.8
YR,F,Y7,DE,2018,76.6
YR,F,Y70,DE,2018,17.0
YR,F,Y71,DE,2018,16.2
YR,F,Y72,DE,2018,15.4
YR,F,Y73,DE,2018,14.6
YR,F,Y74,DE,2018,13.9
YR,F,Y75,DE,2018,13.1
YR,F,Y76,DE,2018,12.4
YR,F,Y77,DE,2018,11.7
YR,F,Y78,DE,2018,10.9
YR,F,Y79,DE,2018,10.2
YR,F,Y8,DE,2018,75.6
YR,F,Y80,DE,2018,9.6
YR,F,Y81,DE,2018,8.9
YR,F,Y82,DE,2018,8.3
YR,F,Y83,DE,2018,7.6
YR,F,Y84,DE,2018,7.1
YR,F,Y9,DE,2018,74.6
YR,F,Y_GE85,DE,2018,6.5
YR,F,Y_LT1,DE,2018,83.3
YR,M,Y1,DE,2018,77.9
YR,M,Y10,DE,2018,69.0
YR,M,Y11,DE,2018,68.0
YR,M,Y12,DE,2018,67.0
YR,M,Y13,DE,2018,66.0
YR,M,Y14,DE,2018,65.0
YR,M,Y15,DE,2018,64.0
YR,M,Y16,DE,2018,63.0
YR,M,Y17,DE,2018,62.1
YR,M,Y18,DE,2018,61.1
YR,M,Y19,DE,2018,60.1
YR,M,Y2,DE,2018,76.9
YR,M,Y20,DE,2018,59.1
YR,M,Y21,DE,2018,58.1
YR,M,Y22,DE,2018,57.2
YR,M,Y23,DE,2018,56.2
YR,M,Y24,DE,2018,55.2
YR,M,Y25,DE,2018,54.2
YR,M,Y26,DE,2018,53.3
YR,M,Y27,DE,2018,52.3
YR,M,Y28,DE,2018,51.3
YR,M,Y29,DE,2018,50.3
YR,M,Y3,DE,2018,75.9
YR,M,Y30,DE,2018,49.4
YR,M,Y31,DE,2018,48.4
YR,M,Y32,DE,2018,47.4
YR,M,Y33,DE,2018,46.4
YR,M,Y34,DE,2018,45.5
YR,M,Y35,DE,2018,44.5
YR,M,Y36,DE,2018,43.5
YR,M,Y37,DE,2018,42.6
YR,M,Y38,DE,2018,41.6
YR,M,Y39,DE,2018,40.7
YR,M,Y4,DE,2018,75.0
YR,M,Y40,DE,2018,39.7
YR,M,Y41,DE,2018,38.8
YR,M,Y42,DE,2018,37.8
YR,M,Y43,DE,2018,36.9
YR,M,Y44,DE,2018,35.9
YR,M,Y45,DE,2018,35.0
YR,M,Y46,DE,2018,34.1
YR,M,Y47,DE,2018,33.1
YR,M,Y48,DE,2018,32.2
YR,M,Y49,DE,2018,31.3
YR,M,Y5,DE,2018,74.0
YR,M,Y50,DE,2018,30.4
YR,M,Y51,DE,2018,29.5
YR,M,Y52,DE,2018,28.6
YR,M,Y53,DE,2018,27.7
YR,M,Y54,DE,2018,26.8
YR,M,Y55,DE,2018,26.0
YR,M,Y56,DE,2018,25.1
YR,M,Y57,DE,2018,24.3
YR,M,Y58,DE,2018,23.4
YR,M,Y59,DE,2018,22.6
YR,M,Y6,DE,2018,73.0
YR,M,Y60,DE,2018,21.8
YR,M,Y61,DE,2018,21.0
YR,M,Y62,DE,2018,20.3
YR,M,Y63,DE,2018,19.5
YR,M,Y64,DE,2018,18.8
YR,M,Y65,DE,2018,18.0
YR,M,Y66,DE,2018,17.3
YR,M,Y67,DE,2018,16.6
YR,M,Y68,DE,2018,15.9
YR,M,Y69,DE,2018,15.2
YR,M,Y7,DE,2018,72.0
YR,M,Y70,DE,2018,14.5
YR,M,Y71,DE,2018,13.8
YR,M,Y72,DE,2018,13.2
YR,M,Y73,DE,2018,12.5
YR,M,Y74,DE,2018,11.9
YR,M,Y75,DE,2018,11.2
YR,M,Y76,DE,2018,10.6
YR,M,Y77,DE,2018,10.0
YR,M,Y78,DE,2018,9.4
YR,M,Y79,DE,2018,8.8
YR,M,Y8,DE,2018,71.0
YR,M,Y80,DE,2018,8.3
YR,M,Y81,DE,2018,7.7
YR,M,Y82,DE,2018,7.2
YR,M,Y83,DE,2018,6.7
YR,M,Y84,DE,2018,6.3
YR,M,Y9,DE,2018,70.0
YR,M,Y_GE85,DE,2018,5.9
YR,M,Y_LT1,DE,2018,78.6
YR,T,Y1,DE,2018,80.2
YR,T,Y10,DE,2018,71.3
YR,T,Y11,DE,2018,70.3
YR,T,Y12,DE,2018,69.3
YR,T,Y13,DE,2018,68.3
YR,T,Y14,DE,2018,67.3
YR,T,Y15,DE,2018,66.3
YR,T,Y16,DE,2018,65.3
YR,T,Y17,DE,2018,64.4
YR,T,Y18,DE,2018,63.4
YR,T,Y19,DE,2018,62.4
YR,T,Y2,DE,2018,79.2
YR,T,Y20,DE,2018,61.4
YR,T,Y21,DE,2018,60.4
YR,T,Y22,DE,2018,59.4
YR,T,Y23,DE,2018,58.5
YR,T,Y24,DE,2018,57.5
YR,T,Y25,DE,2018,56.5
YR,T,Y26,DE,2018,55.5
YR,T,Y27,DE,2018,54.5
YR,T,Y28,DE,2018,53.6
YR,T,Y29,DE,2018,52.6
YR,T,Y3,DE,2018,78.3
YR,T,Y30,DE,2018,51.6
YR,T,Y31,DE,2018,50.6
YR,T,Y32,DE,2018,49.6
YR,T,Y33,DE,2018,48.7
YR,T,Y34,DE,2018,47.7
YR,T,Y35,DE,2018,46.7
YR,T,Y36,DE,2018,45.7
YR,T,Y37,DE,2018,44.8
YR,T,Y38,DE,2018,43.8
YR,T,Y39,DE,2018,42.8
YR,T,Y4,DE,2018,77.3
YR,T,Y40,DE,2018,41.9
YR,T,Y41,DE,2018,40.9
YR,T,Y42,DE,2018,40.0
YR,T,Y43,DE,2018,39.0
YR,T,Y44,DE,2018,38.1
YR,T,Y45,DE,2018,37.1
YR,T,Y46,DE,2018,36.2
YR,T,Y47,DE,2018,35.2
YR,T,Y48,DE,2018,34.3
YR,T,Y49,DE,2018,33.4
